mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
baseline,1922,1014084.000000,1257352.500000,-243268.5
psi=0.05,1922,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1922,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1922,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1922,1305633.600000,1402941.000000,-97307.3999999999
baseline,1923,1014084.000000,885245.250000,128838.75
psi=0.05,1923,1062675.600000,946720.725000,115954.875
psi=0.10,1923,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1923,1208450.400000,1131147.150000,77303.25
psi=0.30,1923,1305633.600000,1254098.100000,51535.5
baseline,1924,1014084.000000,1033536.375000,-19452.375
psi=0.05,1924,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1924,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1924,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1924,1305633.600000,1313414.550000,-7780.949999999953
baseline,1925,1628048.500000,1033536.375000,594512.125
psi=0.05,1925,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,1925,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,1925,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,1925,1551219.400000,1313414.550000,237804.84999999986
baseline,1926,1014084.000000,885245.250000,128838.75
psi=0.05,1926,1062675.600000,946720.725000,115954.875
psi=0.10,1926,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1926,1208450.400000,1131147.150000,77303.25
psi=0.30,1926,1305633.600000,1254098.100000,51535.5
baseline,1927,1014084.000000,1033536.375000,-19452.375
psi=0.05,1927,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1927,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1927,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1927,1305633.600000,1313414.550000,-7780.949999999953
baseline,1928,885245.250000,705882.000000,179363.25
psi=0.05,1928,946720.725000,785293.800000,161426.92500000016
psi=0.10,1928,1008196.200000,864705.600000,143490.59999999998
psi=0.20,1928,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,1928,1254098.100000,1182352.800000,71745.30000000028
baseline,1929,1257352.500000,885245.250000,372107.25
psi=0.05,1929,1281617.250000,946720.725000,334896.5249999999
psi=0.10,1929,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,1929,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,1929,1402941.000000,1254098.100000,148842.8999999999
baseline,1930,1014084.000000,885245.250000,128838.75
psi=0.05,1930,1062675.600000,946720.725000,115954.875
psi=0.10,1930,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1930,1208450.400000,1131147.150000,77303.25
psi=0.30,1930,1305633.600000,1254098.100000,51535.5
baseline,1931,1014084.000000,580645.000000,433439.0
psi=0.05,1931,1062675.600000,672580.500000,390095.1000000001
psi=0.10,1931,1111267.200000,764516.000000,346751.2000000002
psi=0.20,1931,1208450.400000,948387.000000,260063.3999999999
psi=0.30,1931,1305633.600000,1132258.000000,173375.6000000001
baseline,1932,1014084.000000,1257352.500000,-243268.5
psi=0.05,1932,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1932,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1932,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1932,1305633.600000,1402941.000000,-97307.3999999999
baseline,1933,885245.250000,705882.000000,179363.25
psi=0.05,1933,946720.725000,785293.800000,161426.92500000016
psi=0.10,1933,1008196.200000,864705.600000,143490.59999999998
psi=0.20,1933,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,1933,1254098.100000,1182352.800000,71745.30000000028
baseline,1934,1014084.000000,885245.250000,128838.75
psi=0.05,1934,1062675.600000,946720.725000,115954.875
psi=0.10,1934,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1934,1208450.400000,1131147.150000,77303.25
psi=0.30,1934,1305633.600000,1254098.100000,51535.5
baseline,1935,1628048.500000,705882.000000,922166.5
psi=0.05,1935,1615243.650000,785293.800000,829949.8500000002
psi=0.10,1935,1602438.800000,864705.600000,737733.2000000002
psi=0.20,1935,1576829.100000,1023529.200000,553299.9
psi=0.30,1935,1551219.400000,1182352.800000,368866.6000000001
baseline,1936,885245.250000,1014084.000000,-128838.75
psi=0.05,1936,946720.725000,1062675.600000,-115954.875
psi=0.10,1936,1008196.200000,1111267.200000,-103071.00000000012
psi=0.20,1936,1131147.150000,1208450.400000,-77303.25
psi=0.30,1936,1254098.100000,1305633.600000,-51535.5
baseline,1937,1014084.000000,1014084.000000,0.0
psi=0.05,1937,1062675.600000,1062675.600000,0.0
psi=0.10,1937,1111267.200000,1111267.200000,0.0
psi=0.20,1937,1208450.400000,1208450.400000,0.0
psi=0.30,1937,1305633.600000,1305633.600000,0.0
baseline,1938,1257352.500000,1257352.500000,0.0
psi=0.05,1938,1281617.250000,1281617.250000,0.0
psi=0.10,1938,1305882.000000,1305882.000000,0.0
psi=0.20,1938,1354411.500000,1354411.500000,0.0
psi=0.30,1938,1402941.000000,1402941.000000,0.0
baseline,1939,1014084.000000,1033536.375000,-19452.375
psi=0.05,1939,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1939,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1939,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1939,1305633.600000,1313414.550000,-7780.949999999953
baseline,1940,1014084.000000,705882.000000,308202.0
psi=0.05,1940,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1940,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1940,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1940,1305633.600000,1182352.800000,123280.80000000028
baseline,1941,1741935.000000,1033536.375000,708398.625
psi=0.05,1941,1717741.500000,1080182.737500,637558.7625
psi=0.10,1941,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,1941,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,1941,1596774.000000,1313414.550000,283359.4500000002
baseline,1942,1014084.000000,1257352.500000,-243268.5
psi=0.05,1942,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1942,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1942,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1942,1305633.600000,1402941.000000,-97307.3999999999
baseline,1943,1161290.000000,885245.250000,276044.75
psi=0.05,1943,1195161.000000,946720.725000,248440.2749999999
psi=0.10,1943,1229032.000000,1008196.200000,220835.79999999993
psi=0.20,1943,1296774.000000,1131147.150000,165626.8500000001
psi=0.30,1943,1364516.000000,1254098.100000,110417.8999999999
baseline,1944,1014084.000000,1161290.000000,-147206.0
psi=0.05,1944,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,1944,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,1944,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,1944,1305633.600000,1364516.000000,-58882.39999999991
baseline,1945,1014084.000000,885245.250000,128838.75
psi=0.05,1945,1062675.600000,946720.725000,115954.875
psi=0.10,1945,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1945,1208450.400000,1131147.150000,77303.25
psi=0.30,1945,1305633.600000,1254098.100000,51535.5
baseline,1946,1014084.000000,1628048.500000,-613964.5
psi=0.05,1946,1062675.600000,1615243.650000,-552568.05
psi=0.10,1946,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,1946,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,1946,1305633.600000,1551219.400000,-245585.7999999998
baseline,1947,885245.250000,439024.250000,446221.0
psi=0.05,1947,946720.725000,545121.825000,401598.9
psi=0.10,1947,1008196.200000,651219.400000,356976.79999999993
psi=0.20,1947,1131147.150000,863414.550000,267732.59999999986
psi=0.30,1947,1254098.100000,1075609.700000,178488.40000000014
baseline,1948,1741935.000000,705882.000000,1036053.0
psi=0.05,1948,1717741.500000,785293.800000,932447.7000000001
psi=0.10,1948,1693548.000000,864705.600000,828842.3999999999
psi=0.20,1948,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,1948,1596774.000000,1182352.800000,414421.2000000004
baseline,1949,1014084.000000,580645.000000,433439.0
psi=0.05,1949,1062675.600000,672580.500000,390095.1000000001
psi=0.10,1949,1111267.200000,764516.000000,346751.2000000002
psi=0.20,1949,1208450.400000,948387.000000,260063.3999999999
psi=0.30,1949,1305633.600000,1132258.000000,173375.6000000001
baseline,1950,1014084.000000,580645.000000,433439.0
psi=0.05,1950,1062675.600000,672580.500000,390095.1000000001
psi=0.10,1950,1111267.200000,764516.000000,346751.2000000002
psi=0.20,1950,1208450.400000,948387.000000,260063.3999999999
psi=0.30,1950,1305633.600000,1132258.000000,173375.6000000001
baseline,1951,885245.250000,1014084.000000,-128838.75
psi=0.05,1951,946720.725000,1062675.600000,-115954.875
psi=0.10,1951,1008196.200000,1111267.200000,-103071.00000000012
psi=0.20,1951,1131147.150000,1208450.400000,-77303.25
psi=0.30,1951,1254098.100000,1305633.600000,-51535.5
baseline,1952,885245.250000,885245.250000,0.0
psi=0.05,1952,946720.725000,946720.725000,0.0
psi=0.10,1952,1008196.200000,1008196.200000,0.0
psi=0.20,1952,1131147.150000,1131147.150000,0.0
psi=0.30,1952,1254098.100000,1254098.100000,0.0
baseline,1953,1014084.000000,1014084.000000,0.0
psi=0.05,1953,1062675.600000,1062675.600000,0.0
psi=0.10,1953,1111267.200000,1111267.200000,0.0
psi=0.20,1953,1208450.400000,1208450.400000,0.0
psi=0.30,1953,1305633.600000,1305633.600000,0.0
baseline,1954,1257352.500000,580645.000000,676707.5
psi=0.05,1954,1281617.250000,672580.500000,609036.75
psi=0.10,1954,1305882.000000,764516.000000,541366.0
psi=0.20,1954,1354411.500000,948387.000000,406024.5
psi=0.30,1954,1402941.000000,1132258.000000,270683.0
baseline,1955,1628048.500000,1033536.375000,594512.125
psi=0.05,1955,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,1955,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,1955,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,1955,1551219.400000,1313414.550000,237804.84999999986
baseline,1956,1014084.000000,1741935.000000,-727851.0
psi=0.05,1956,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,1956,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,1956,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,1956,1305633.600000,1596774.000000,-291140.40000000014
baseline,1957,885245.250000,439024.250000,446221.0
psi=0.05,1957,946720.725000,545121.825000,401598.9
psi=0.10,1957,1008196.200000,651219.400000,356976.79999999993
psi=0.20,1957,1131147.150000,863414.550000,267732.59999999986
psi=0.30,1957,1254098.100000,1075609.700000,178488.40000000014
baseline,1958,1014084.000000,1014084.000000,0.0
psi=0.05,1958,1062675.600000,1062675.600000,0.0
psi=0.10,1958,1111267.200000,1111267.200000,0.0
psi=0.20,1958,1208450.400000,1208450.400000,0.0
psi=0.30,1958,1305633.600000,1305633.600000,0.0
baseline,1959,1014084.000000,1033536.375000,-19452.375
psi=0.05,1959,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1959,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1959,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1959,1305633.600000,1313414.550000,-7780.949999999953
baseline,1960,1014084.000000,1741935.000000,-727851.0
psi=0.05,1960,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,1960,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,1960,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,1960,1305633.600000,1596774.000000,-291140.40000000014
baseline,1961,1628048.500000,705882.000000,922166.5
psi=0.05,1961,1615243.650000,785293.800000,829949.8500000002
psi=0.10,1961,1602438.800000,864705.600000,737733.2000000002
psi=0.20,1961,1576829.100000,1023529.200000,553299.9
psi=0.30,1961,1551219.400000,1182352.800000,368866.6000000001
baseline,1962,1741935.000000,705882.000000,1036053.0
psi=0.05,1962,1717741.500000,785293.800000,932447.7000000001
psi=0.10,1962,1693548.000000,864705.600000,828842.3999999999
psi=0.20,1962,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,1962,1596774.000000,1182352.800000,414421.2000000004
baseline,1963,1257352.500000,1628048.500000,-370696.0
psi=0.05,1963,1281617.250000,1615243.650000,-333626.40000000014
psi=0.10,1963,1305882.000000,1602438.800000,-296556.8000000003
psi=0.20,1963,1354411.500000,1576829.100000,-222417.6000000001
psi=0.30,1963,1402941.000000,1551219.400000,-148278.3999999999
baseline,1964,885245.250000,1161290.000000,-276044.75
psi=0.05,1964,946720.725000,1195161.000000,-248440.2749999999
psi=0.10,1964,1008196.200000,1229032.000000,-220835.79999999993
psi=0.20,1964,1131147.150000,1296774.000000,-165626.8500000001
psi=0.30,1964,1254098.100000,1364516.000000,-110417.8999999999
baseline,1965,885245.250000,885245.250000,0.0
psi=0.05,1965,946720.725000,946720.725000,0.0
psi=0.10,1965,1008196.200000,1008196.200000,0.0
psi=0.20,1965,1131147.150000,1131147.150000,0.0
psi=0.30,1965,1254098.100000,1254098.100000,0.0
baseline,1966,885245.250000,439024.250000,446221.0
psi=0.05,1966,946720.725000,545121.825000,401598.9
psi=0.10,1966,1008196.200000,651219.400000,356976.79999999993
psi=0.20,1966,1131147.150000,863414.550000,267732.59999999986
psi=0.30,1966,1254098.100000,1075609.700000,178488.40000000014
baseline,1967,1014084.000000,705882.000000,308202.0
psi=0.05,1967,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1967,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1967,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1967,1305633.600000,1182352.800000,123280.80000000028
baseline,1968,1628048.500000,885245.250000,742803.25
psi=0.05,1968,1615243.650000,946720.725000,668522.925
psi=0.10,1968,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1968,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1968,1551219.400000,1254098.100000,297121.2999999998
baseline,1969,1014084.000000,885245.250000,128838.75
psi=0.05,1969,1062675.600000,946720.725000,115954.875
psi=0.10,1969,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1969,1208450.400000,1131147.150000,77303.25
psi=0.30,1969,1305633.600000,1254098.100000,51535.5
baseline,1970,1628048.500000,705882.000000,922166.5
psi=0.05,1970,1615243.650000,785293.800000,829949.8500000002
psi=0.10,1970,1602438.800000,864705.600000,737733.2000000002
psi=0.20,1970,1576829.100000,1023529.200000,553299.9
psi=0.30,1970,1551219.400000,1182352.800000,368866.6000000001
baseline,1971,1014084.000000,705882.000000,308202.0
psi=0.05,1971,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1971,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1971,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1971,1305633.600000,1182352.800000,123280.80000000028
baseline,1972,1014084.000000,1257352.500000,-243268.5
psi=0.05,1972,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1972,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1972,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1972,1305633.600000,1402941.000000,-97307.3999999999
baseline,1973,885245.250000,1033536.375000,-148291.125
psi=0.05,1973,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,1973,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,1973,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,1973,1254098.100000,1313414.550000,-59316.44999999995
baseline,1974,885245.250000,580645.000000,304600.25
psi=0.05,1974,946720.725000,672580.500000,274140.2250000001
psi=0.10,1974,1008196.200000,764516.000000,243680.20000000007
psi=0.20,1974,1131147.150000,948387.000000,182760.1499999999
psi=0.30,1974,1254098.100000,1132258.000000,121840.1000000001
baseline,1975,1014084.000000,1257352.500000,-243268.5
psi=0.05,1975,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1975,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1975,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1975,1305633.600000,1402941.000000,-97307.3999999999
baseline,1976,1628048.500000,885245.250000,742803.25
psi=0.05,1976,1615243.650000,946720.725000,668522.925
psi=0.10,1976,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1976,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1976,1551219.400000,1254098.100000,297121.2999999998
baseline,1977,1257352.500000,439024.250000,818328.25
psi=0.05,1977,1281617.250000,545121.825000,736495.4249999999
psi=0.10,1977,1305882.000000,651219.400000,654662.5999999999
psi=0.20,1977,1354411.500000,863414.550000,490996.94999999995
psi=0.30,1977,1402941.000000,1075609.700000,327331.30000000005
baseline,1978,1257352.500000,1628048.500000,-370696.0
psi=0.05,1978,1281617.250000,1615243.650000,-333626.40000000014
psi=0.10,1978,1305882.000000,1602438.800000,-296556.8000000003
psi=0.20,1978,1354411.500000,1576829.100000,-222417.6000000001
psi=0.30,1978,1402941.000000,1551219.400000,-148278.3999999999
baseline,1979,1257352.500000,705882.000000,551470.5
psi=0.05,1979,1281617.250000,785293.800000,496323.45000000007
psi=0.10,1979,1305882.000000,864705.600000,441176.3999999999
psi=0.20,1979,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,1979,1402941.000000,1182352.800000,220588.2000000002
baseline,1980,1014084.000000,705882.000000,308202.0
psi=0.05,1980,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1980,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1980,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1980,1305633.600000,1182352.800000,123280.80000000028
baseline,1981,1014084.000000,1161290.000000,-147206.0
psi=0.05,1981,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,1981,1111267.200000,1229032.000000,-117764.79999999981
